loss,accuracy,mse,mae,mape,val_loss,val_accuracy,val_mse,val_mae,val_mape,epoch
0.03398759290575981,0.8173519968986511,0.03398759290575981,0.11653287708759308,421993.625,0.001394059625454247,0.9655937552452087,0.001394059625454247,0.02941402792930603,197236.21875,1
0.000707693281583488,0.9673421382904053,0.000707693281583488,0.020226195454597473,96917.2890625,0.00022385542979463935,0.9841309785842896,0.00022385542979463935,0.010702071711421013,60489.05859375,2
0.0003787406603805721,0.9760981798171997,0.0003787406603805721,0.014661654829978943,61767.75,8.55016041896306e-05,0.9882597327232361,8.55016041896306e-05,0.005543922074139118,49456.86328125,3
0.00030101113952696323,0.980212926864624,0.00030101113952696323,0.012712161056697369,48980.83984375,5.642141695716418e-05,0.9915459156036377,5.642141695716418e-05,0.00476968614384532,37856.1640625,4
0.00022649657330475748,0.9824738502502441,0.00022649657330475748,0.011300093494355679,42972.86328125,5.753778896178119e-05,0.9913492798805237,5.753778896178119e-05,0.005320364143699408,28911.154296875,5
0.00025252788327634335,0.9827617406845093,0.00025252788327634335,0.011551672592759132,40943.859375,8.845106640364975e-05,0.9926974773406982,8.845106640364975e-05,0.007499051280319691,52320.5625,6
0.00024304261023644358,0.9844048619270325,0.00024304261023644358,0.011658682487905025,40295.3046875,8.560936112189665e-05,0.986321747303009,8.560936112189665e-05,0.007498663850128651,22190.275390625,7
0.00019428395899012685,0.9828179478645325,0.00019428395899012685,0.010601535439491272,34841.80859375,0.00033383778645657003,0.9716324210166931,0.00033383778645657003,0.015607483685016632,20317.306640625,8
0.0001513128518126905,0.9867219924926758,0.0001513128518126905,0.009463291615247726,33146.30859375,0.0001333972904831171,0.9820244908332825,0.0001333972904831171,0.009587778709828854,25052.1015625,9
0.00014314564759843051,0.9867360591888428,0.00014314564759843051,0.009533810429275036,30750.255859375,0.00021859072148799896,0.9836254119873047,0.00021859072148799896,0.012208586558699608,8703.1591796875,10
0.00023020635126158595,0.9836535453796387,0.00023020635126158595,0.010904217138886452,31285.62890625,0.0011654094560071826,0.9361588358879089,0.0011654094560071826,0.03030601516366005,39089.6015625,11
0.00015113470726646483,0.9896430373191833,0.00015113470726646483,0.0079696886241436,34347.6328125,1.3598326404462568e-05,0.9957588911056519,1.3598326404462568e-05,0.0023911225143820047,15174.1474609375,12
0.00013577149366028607,0.9902468919754028,0.00013577149366028607,0.0088423453271389,28070.501953125,5.228320515016094e-05,0.9920233488082886,5.228320515016094e-05,0.005406237673014402,38602.765625,13
0.00012747160508297384,0.9878103733062744,0.00012747160508297384,0.007816631346940994,28045.5234375,2.2823292965767905e-05,0.992107629776001,2.2823292965767905e-05,0.0036990821827203035,22771.892578125,14
0.0001422118948539719,0.9872134923934937,0.0001422118948539719,0.009617634117603302,28140.671875,4.5675562432734296e-05,0.9928940534591675,4.5675562432734296e-05,0.005407953169196844,33541.21484375,15
0.00010957712947856635,0.9894183278083801,0.00010957712947856635,0.008425573818385601,24810.490234375,5.851900277775712e-05,0.9893270134925842,5.851900277775712e-05,0.006014665123075247,20594.296875,16
0.00011442940012784675,0.9885616898536682,0.00011442940012784675,0.008366948924958706,25640.4375,0.00038365667569451034,0.9844680428504944,0.00038365667569451034,0.016365714371204376,6467.42041015625,17
0.00013338970893528312,0.989116370677948,0.00013338970893528312,0.008763632737100124,26868.046875,8.508185419486836e-05,0.9867711663246155,8.508185419486836e-05,0.0069762240163981915,28597.900390625,18
0.00021061392908450216,0.9852966070175171,0.00021061392908450216,0.010350638069212437,31966.072265625,9.782171400729567e-05,0.9943545460700989,9.782171400729567e-05,0.00866248831152916,34862.27734375,19
4.323049506638199e-05,0.9941368699073792,4.323049506638199e-05,0.004598179366439581,19328.4765625,3.400428613531403e-05,0.9932872653007507,3.400428613531403e-05,0.004472094587981701,25134.64453125,20
9.760984539752826e-05,0.9892919063568115,9.760984539752826e-05,0.007579632569104433,21806.552734375,4.848706885240972e-05,0.9905628561973572,4.848706885240972e-05,0.005418915301561356,25629.755859375,21
0.00014936603838577867,0.9902819991111755,0.00014936603838577867,0.008092722855508327,26949.607421875,0.00026788824470713735,0.9678968787193298,0.00026788824470713735,0.014085626229643822,30682.66796875,22
6.882727757329121e-05,0.9906471371650696,6.882727757329121e-05,0.006378008984029293,20921.29296875,7.800609455443919e-05,0.9907875657081604,7.800609455443919e-05,0.007306074723601341,25198.900390625,23
0.00011870333401020616,0.9875786304473877,0.00011870333401020616,0.008333854377269745,24597.607421875,2.1889882191317156e-05,0.9943264722824097,2.1889882191317156e-05,0.00382252037525177,21258.189453125,24
0.00010683403525035828,0.9891374707221985,0.00010683403525035828,0.007929127663373947,22685.591796875,0.000193892527022399,0.9774744510650635,0.000193892527022399,0.011786287650465965,24234.76171875,25
0.00012144057109253481,0.9908297061920166,0.00012144057109253481,0.008250921033322811,24360.71875,0.00012136023724451661,0.9903943538665771,0.00012136023724451661,0.008851943537592888,21208.82421875,26
7.092960004229099e-05,0.9902117848396301,7.092960004229099e-05,0.0060443878173828125,20313.314453125,0.0002649835078045726,0.9923323392868042,0.0002649835078045726,0.01403957512229681,36848.54296875,27
0.00010114002361660823,0.990260899066925,0.00010114002361660823,0.0073861065320670605,24271.443359375,7.97486791270785e-06,0.996854305267334,7.97486791270785e-06,0.0020523997955024242,20776.140625,28
7.137668580980971e-05,0.9926342368125916,7.137668580980971e-05,0.006680275313556194,18272.26171875,0.00040307853487320244,0.9686270952224731,0.00040307853487320244,0.017360597848892212,6655.4375,29
8.739010081626475e-05,0.9908788204193115,8.739010081626475e-05,0.007036611903458834,19892.81640625,0.00021328861475922167,0.9948601126670837,0.00021328861475922167,0.013440310023725033,4493.8154296875,30
