rssi1,rssi2,rssi3,x,y
-83.126,-100.352,-71.410,75.200,0.000
-83.126,-102.638,-71.367,76.800,0.000
-86.126,-103.431,-71.324,78.400,0.000
-86.137,-101.516,-71.281,80.000,0.000
-89.137,-104.309,-71.237,81.600,0.000
-89.137,-104.145,-71.193,83.200,0.000
-89.137,-101.537,-71.149,84.800,0.000
-91.148,-103.473,-71.105,86.400,0.000
-89.148,-102.866,-71.061,88.000,0.000
-89.159,-100.901,-71.016,89.600,0.000
-114.159,-100.744,-70.971,91.200,0.000
-120.909,-99.479,-70.926,92.800,0.000
-115.420,-96.572,-70.881,94.400,0.000
-105.170,-95.058,-70.835,96.000,0.000
-102.670,-95.943,-70.789,97.600,0.000
-102.681,-94.336,-70.743,99.200,0.000
-102.681,-93.821,-70.697,100.800,0.000
-99.681,-94.314,-70.650,102.400,0.000
-101.192,-93.699,-70.603,104.000,0.000
-105.692,-93.692,-70.556,105.600,0.000
-116.203,-97.177,-70.509,107.200,0.000
-121.703,-99.470,-70.461,108.800,0.000
-116.703,-100.905,-70.414,110.400,0.000
-120.214,-101.197,-70.365,112.000,0.000
-150.714,-101.833,-70.317,113.600,0.000
-156.475,-101.875,-70.268,115.200,0.000
-138.975,-101.610,-70.219,116.800,0.000
-119.236,-102.353,-70.170,118.400,0.000
-107.486,-103.088,-70.121,120.000,0.000
-107.486,-104.581,-70.071,121.600,0.000
-108.747,-106.066,-70.021,123.200,0.000
-106.497,-105.058,-69.971,124.800,0.000
-108.258,-106.043,-69.920,126.400,0.000
-102.758,-105.036,-69.869,128.000,0.000
-102.769,-107.521,-69.818,129.600,0.000
-102.769,-109.014,-69.766,131.200,0.000
-102.779,-107.248,-69.714,132.800,0.000
-102.779,-103.741,-69.662,134.400,0.000
-102.790,-102.476,-69.610,136.000,0.000
-102.790,-103.218,-69.557,137.600,0.000
-101.801,-101.961,-69.504,139.200,0.000
-109.301,-98.946,-69.450,140.800,0.000
-119.812,-100.938,-69.396,142.400,0.000
-122.562,-103.423,-69.342,144.000,0.000
-113.073,-105.915,-69.288,145.600,0.000
-118.323,-109.900,-69.233,147.200,0.000
-118.084,-113.393,-69.178,148.800,0.000
-111.334,-116.627,-69.150,150.400,0.000
-111.344,-120.620,-69.095,152.000,0.000
-111.344,-116.855,-69.039,153.600,0.000
-110.855,-116.097,-68.982,155.200,0.000
-110.855,-113.082,-68.925,156.800,0.000
-110.366,-113.574,-68.868,158.400,0.000
-107.377,-115.559,-68.811,160.000,0.000
-112.877,-119.051,-68.753,161.600,0.000
-119.888,-118.543,-68.694,163.200,0.000
-123.888,-115.528,-68.636,164.800,0.000
-124.898,-115.520,-68.577,166.400,0.000
-126.398,-110.505,-68.517,168.000,0.000
-129.409,-109.247,-68.457,169.600,0.000
-136.920,-110.981,-68.397,171.200,0.000
-135.420,-111.724,-68.336,172.800,0.000
-132.430,-110.708,-68.275,174.400,0.000
-127.430,-109.200,-68.213,176.000,0.000
-112.441,-108.685,-68.151,177.600,0.000
-97.452,-108.177,-68.089,179.200,0.000
-84.952,-107.169,-68.026,180.800,0.000
-77.462,-107.154,-67.963,182.400,0.000
-77.462,-107.146,-67.899,184.000,0.000
-77.473,-109.630,-67.834,185.600,0.000
-77.484,-107.622,-67.770,187.200,0.000
-77.484,-108.107,-67.704,188.800,0.000
-77.494,-107.099,-67.638,190.400,0.000
-77.505,-109.591,-67.572,192.000,0.000
-77.505,-111.575,-67.505,193.600,0.000
-78.516,-112.817,-67.438,195.200,0.000
-82.026,-112.801,-67.370,196.800,0.000
-86.026,-112.293,-67.302,198.400,0.000
-92.037,-112.286,-67.233,200.000,0.000
-95.547,-108.270,-67.163,201.600,0.000
-92.047,-106.012,-67.093,203.200,0.000
-93.558,-105.746,-67.023,204.800,0.000
-100.068,-105.488,-66.951,206.400,0.000
-107.568,-105.472,-66.880,208.000,0.000
-104.579,-105.464,-66.807,209.600,0.000
-97.589,-105.456,-66.734,211.200,0.000
-95.589,-105.440,-66.661,212.800,0.000
-93.600,-105.932,-66.586,214.400,0.000
-90.610,-102.916,-66.512,216.000,0.000
-90.860,-98.908,-66.436,217.600,0.000
-92.121,-97.900,-66.360,219.200,0.000
-93.131,-98.384,-66.283,220.800,0.000
-95.642,-96.876,-66.205,222.400,0.000
-98.142,-100.368,-66.127,224.000,0.000
-99.652,-101.351,-66.048,225.600,0.000
-96.163,-103.843,-65.969,227.200,0.000
-94.173,-100.327,-65.888,228.800,0.000
-92.673,-100.319,-65.807,230.400,0.000
-93.683,-97.311,-65.725,232.000,0.000
-95.194,-97.794,-65.642,233.600,0.000
-93.704,-96.286,-65.559,235.200,0.000
-89.954,-96.270,-65.474,236.800,0.000
-93.465,-96.262,-65.389,238.400,0.000
-96.225,-96.754,-65.303,240.000,0.000
-96.235,-101.737,-65.216,241.600,0.000
-94.985,-100.729,-65.129,243.200,0.000
-94.996,-100.721,-65.040,244.800,0.000
-95.256,-97.704,-64.950,246.400,0.000
-94.266,-96.196,-64.860,248.000,0.000
-91.276,-98.438,-64.769,249.600,0.000
-88.776,-96.571,-64.676,251.200,0.000
-89.287,-94.763,-64.583,252.800,0.000
-90.797,-93.205,-64.488,254.400,0.000
-92.307,-92.588,-64.393,256.000,0.000
-94.317,-91.180,-64.296,257.600,0.000
-95.317,-89.272,-64.199,259.200,0.000
-98.828,-89.105,-64.100,260.800,0.000
-102.838,-88.097,-64.000,262.400,0.000
-104.848,-88.180,-63.899,264.000,0.000
-103.858,-87.872,-63.797,265.600,0.000
-101.868,-88.613,-63.694,267.200,0.000
-103.368,-89.097,-63.589,268.800,0.000
-101.379,-87.988,-63.483,270.400,0.000
-102.889,-88.480,-63.376,272.000,0.000
-104.149,-89.821,-63.267,273.600,0.000
-106.409,-90.155,-63.157,275.200,0.000
-106.419,-92.346,-63.102,276.800,0.000
-106.929,-93.388,-62.990,278.400,0.000
-103.429,-93.371,-62.876,280.000,0.000
-98.939,-92.862,-62.761,281.600,0.000
-102.199,-93.654,-62.645,283.200,0.000
-103.210,-93.137,-62.526,284.800,0.000
-101.720,-91.928,-62.407,286.400,0.000
-100.480,-93.720,-62.285,288.000,0.000
-97.490,-93.703,-62.162,289.600,0.000
-96.000,-95.094,-62.037,291.200,0.000
-94.010,-94.486,-61.910,292.800,0.000
-93.260,-93.577,-61.781,294.400,0.000
-93.020,-93.160,-61.651,296.000,0.000
-94.030,-90.652,-61.518,297.600,0.000
-93.040,-88.943,-61.384,299.200,0.000
-93.050,-89.026,-61.247,300.800,0.000
-92.560,-88.217,-61.108,302.400,0.000
-93.070,-87.609,-60.967,304.000,0.000
-94.080,-86.700,-60.823,305.600,0.000
-93.589,-86.183,-60.677,307.200,0.000
-95.099,-86.274,-60.529,308.800,0.000
-95.609,-85.665,-60.377,310.400,0.000
-95.119,-85.548,-60.224,312.000,0.000
-95.629,-86.039,-60.067,313.600,0.000
-96.639,-86.131,-59.908,315.200,0.000
-95.639,-88.022,-59.745,316.800,0.000
-95.649,-88.505,-59.663,318.400,0.000
-97.659,-90.196,-59.496,320.000,0.000
-96.368,-92.187,-59.326,321.600,0.000
-98.278,-91.978,-59.152,323.200,0.000
-100.488,-91.561,-58.975,324.800,0.000
-101.498,-90.452,-58.794,326.400,0.000
-105.808,-87.443,-58.609,328.000,0.000
-102.917,-85.234,-58.420,329.600,0.000
-101.927,-84.417,-58.227,331.200,0.000
-105.537,-84.608,-58.030,332.800,0.000
-101.047,-85.099,-57.828,334.400,0.000
-98.156,-84.490,-57.621,336.000,0.000
-98.066,-85.073,-57.409,337.600,0.000
-96.176,-85.164,-57.301,339.200,0.000
-97.086,-85.455,-57.081,340.800,0.000
-95.895,-86.046,-56.856,342.400,0.000
-97.305,-86.737,-56.624,344.000,0.000
-96.815,-87.019,-56.386,345.600,0.000
-95.824,-87.211,-56.141,347.200,0.000
-96.834,-86.702,-55.890,348.800,0.000
-97.143,-86.293,-55.630,350.400,0.000
-98.453,-86.084,-55.498,352.000,0.000
-99.063,-86.166,-55.226,353.600,0.000
-99.172,-86.357,-54.946,355.200,0.000
-99.082,-87.448,-54.656,356.800,0.000
-98.491,-90.439,-54.357,358.400,0.000
-100.701,-90.330,-54.047,360.000,0.000
-100.920,-90.412,-53.887,361.600,0.000
-102.230,-90.303,-53.559,363.200,0.000
-105.439,-88.194,-53.219,364.800,0.000
-105.649,-86.085,-52.864,366.400,0.000
-105.558,-86.276,-52.681,368.000,0.000
-104.868,-87.358,-52.304,369.600,0.000
-104.677,-89.948,-51.909,371.200,0.000
-101.987,-91.839,-51.704,372.800,0.000
-101.296,-93.930,-51.281,374.400,0.000
-100.456,-91.921,-51.061,376.000,0.000
-98.465,-89.812,-50.603,377.600,0.000
-92.062,-86.615,-50.603,422.400,0.000
-92.071,-85.606,-51.061,424.000,0.000
-93.830,-86.396,-51.281,425.600,0.000
-90.339,-88.287,-51.704,427.200,0.000
-89.598,-88.177,-51.909,428.800,0.000
-91.358,-88.068,-52.304,430.400,0.000
-92.376,-90.758,-52.681,432.000,0.000
-92.635,-91.449,-52.864,433.600,0.000
-93.394,-89.439,-53.219,435.200,0.000
-93.903,-86.830,-53.559,436.800,0.000
-94.912,-84.420,-53.887,438.400,0.000
-94.930,-84.401,-54.047,440.000,0.000
-94.689,-83.391,-54.357,441.600,0.000
-95.448,-81.882,-54.656,443.200,0.000
-97.457,-80.372,-54.946,444.800,0.000
-96.966,-80.263,-55.226,446.400,0.000
-96.484,-80.153,-55.498,448.000,0.000
-95.743,-80.543,-55.630,449.600,0.000
-95.252,-81.034,-55.890,451.200,0.000
-94.261,-81.424,-56.141,452.800,0.000
-94.769,-81.815,-56.386,454.400,0.000
-94.287,-83.705,-56.624,456.000,0.000
-94.796,-85.945,-56.856,457.600,0.000
-93.555,-87.686,-57.081,459.200,0.000
-93.564,-89.326,-57.301,460.800,0.000
-94.073,-90.966,-57.409,462.400,0.000
-94.090,-91.356,-57.621,464.000,0.000
-93.599,-90.797,-57.828,465.600,0.000
-95.108,-90.937,-58.030,467.200,0.000
-97.117,-91.377,-58.227,468.800,0.000
-96.134,-91.317,-58.420,470.400,0.000
-95.143,-91.458,-58.609,472.000,0.000
-94.152,-93.948,-58.794,473.600,0.000
-91.661,-93.938,-58.975,475.200,0.000
-90.178,-92.928,-59.152,476.800,0.000
-90.687,-92.768,-59.326,478.400,0.000
-90.196,-101.759,-59.496,480.000,0.000
-90.455,-106.449,-59.663,481.600,0.000
-89.472,-101.039,-59.745,483.200,0.000
-88.981,-100.989,-59.908,484.800,0.000
-89.739,-104.979,-60.067,486.400,0.000
-91.248,-108.319,-60.224,488.000,0.000
-94.015,-108.009,-60.377,489.600,0.000
-95.024,-100.599,-60.529,491.200,0.000
-97.783,-100.989,-60.677,492.800,0.000
-99.800,-101.480,-60.823,494.400,0.000
-99.559,-101.970,-60.967,496.000,0.000
-100.817,-107.060,-61.108,497.600,0.000
-96.076,-108.250,-61.247,499.200,0.000
-93.843,-108.140,-61.384,500.800,0.000
-93.352,-115.430,-61.518,502.400,0.000
-93.410,-115.420,-61.651,504.000,0.000
-94.877,-118.210,-61.781,505.600,0.000
-93.936,-119.710,-61.910,507.200,0.000
-94.044,-117.800,-62.037,508.800,0.000
-94.403,-118.690,-62.162,510.400,0.000
-94.670,-110.180,-62.285,512.000,0.000
-94.878,-104.770,-62.407,513.600,0.000
-94.987,-101.560,-62.526,515.200,0.000
-94.454,-102.099,-62.645,516.800,0.000
-96.362,-102.189,-62.761,518.400,0.000
-98.821,-103.179,-62.876,520.000,0.000
-100.338,-101.479,-62.990,521.600,0.000
-99.246,-96.869,-63.102,523.200,0.000
-100.005,-92.609,-63.157,524.800,0.000
-102.021,-91.299,-63.267,526.400,0.000
-103.130,-91.189,-63.376,528.000,0.000
-102.538,-92.179,-63.483,529.600,0.000
-104.847,-94.368,-63.589,531.200,0.000
-104.963,-95.468,-63.694,532.800,0.000
-104.972,-96.758,-63.797,534.400,0.000
-106.280,-100.148,-63.899,536.000,0.000
-104.997,-98.438,-64.000,537.600,0.000
-103.605,-97.628,-64.100,539.200,0.000
-103.922,-99.517,-64.199,540.800,0.000
-99.430,-104.167,-64.296,542.400,0.000
-98.538,-107.707,-64.393,544.000,0.000
-99.055,-111.547,-64.488,545.600,0.000
-98.163,-112.287,-64.583,547.200,0.000
-100.771,-107.926,-64.676,548.800,0.000
-101.988,-102.676,-64.769,550.400,0.000
-103.196,-98.716,-64.860,552.000,0.000
-102.204,-98.906,-64.950,553.600,0.000
-106.321,-97.996,-65.040,555.200,0.000
-104.029,-99.235,-65.129,556.800,0.000
-105.737,-104.735,-65.216,558.400,0.000
-107.554,-108.475,-65.303,560.000,0.000
-104.262,-110.615,-65.389,561.600,0.000
-103.670,-112.554,-65.474,563.200,0.000
-103.386,-116.004,-65.559,564.800,0.000
-104.994,-115.194,-65.642,566.400,0.000
-102.911,-111.783,-65.725,568.000,0.000
-103.419,-109.423,-65.807,569.600,0.000
-103.927,-109.773,-65.888,571.200,0.000
-106.543,-109.113,-65.969,572.800,0.000
-107.701,-105.602,-66.048,574.400,0.000
-107.768,-105.342,-66.127,576.000,0.000
-109.676,-105.642,-66.205,577.600,0.000
-106.584,-108.481,-66.283,579.200,0.000
-108.200,-112.421,-66.360,580.800,0.000
-104.208,-111.660,-66.436,582.400,0.000
-102.216,-110.810,-66.512,584.000,0.000
-100.832,-109.300,-66.586,585.600,0.000
-98.840,-109.289,-66.661,587.200,0.000
-98.356,-109.089,-66.734,588.800,0.000
-98.364,-108.779,-66.807,590.400,0.000
-99.472,-108.468,-66.880,592.000,0.000
-100.388,-106.868,-66.951,593.600,0.000
-101.896,-105.058,-67.023,595.200,0.000
-102.662,-102.247,-67.093,596.800,0.000
-102.170,-102.447,-67.163,598.400,0.000
-104.086,-102.237,-67.233,600.000,0.000
-104.893,-102.226,-67.302,601.600,0.000
-104.551,-102.226,-67.370,603.200,0.000
-106.317,-104.216,-67.438,604.800,0.000
-107.975,-105.505,-67.505,606.400,0.000
-108.891,-105.705,-67.572,608.000,0.000
-109.799,-105.794,-67.638,609.600,0.000
-110.107,-106.884,-67.704,611.200,0.000
-109.122,-108.784,-67.770,612.800,0.000
-109.030,-106.573,-67.834,614.400,0.000
-108.446,-107.362,-67.899,616.000,0.000
-106.904,-113.862,-67.963,617.600,0.000
-106.669,-119.252,-68.026,619.200,0.000
-103.677,-127.352,-68.089,620.800,0.000
-103.685,-125.641,-68.151,622.400,0.000
-104.450,-126.530,-68.213,624.000,0.000
-105.208,-121.730,-68.275,625.600,0.000
-105.474,-123.020,-68.336,627.200,0.000
-103.481,-119.320,-68.397,628.800,0.000
-102.497,-119.109,-68.457,630.400,0.000
-99.005,-120.998,-68.517,632.000,0.000
-97.520,-127.498,-68.577,633.600,0.000
-96.778,-128.288,-68.636,635.200,0.000
-98.793,-123.088,-68.694,636.800,0.000
-103.801,-112.677,-68.753,638.400,0.000
-108.059,-105.377,-68.811,640.000,0.000
-110.074,-101.366,-68.868,641.600,0.000
-109.832,-96.355,-68.925,643.200,0.000
-112.597,-92.355,-68.982,644.800,0.000
-113.355,-87.844,-69.039,646.400,0.000
-113.620,-83.844,-69.095,648.000,0.000
-112.127,-84.334,-69.150,649.600,0.000
-117.643,-84.334,-69.178,651.200,0.000
-114.400,-84.323,-69.233,652.800,0.000
-111.915,-84.823,-69.288,654.400,0.000
-116.423,-84.812,-69.342,656.000,0.000
-118.438,-84.312,-69.396,657.600,0.000
-114.946,-83.301,-69.450,659.200,0.000
-113.961,-81.801,-69.504,660.800,0.000
-114.968,-80.790,-69.557,662.400,0.000
-113.476,-79.790,-69.610,664.000,0.000
-114.741,-78.779,-69.662,665.600,0.000
-111.248,-77.279,-69.714,667.200,0.000
-109.514,-77.269,-69.766,668.800,0.000
-110.271,-77.269,-69.818,670.400,0.000
-109.786,-77.258,-69.869,672.000,0.000
-112.293,-77.258,-69.920,673.600,0.000
-112.308,-77.247,-69.971,675.200,0.000
-112.316,-77.247,-70.021,676.800,0.000
-113.331,-77.236,-70.071,678.400,0.000
-112.838,-77.236,-70.121,680.000,0.000
-112.353,-77.236,-70.170,681.600,0.000
-108.860,-77.225,-70.219,683.200,0.000
-105.375,-77.225,-70.268,684.800,0.000
-99.883,-77.214,-70.317,686.400,0.000
-101.397,-77.214,-70.365,688.000,0.000
-102.155,-77.203,-70.414,689.600,0.000
-103.170,-77.203,-70.461,691.200,0.000
-102.427,-77.203,-70.509,692.800,0.000
-102.442,-77.192,-70.556,694.400,0.000
-100.199,-77.192,-70.603,696.000,0.000
-100.214,-77.181,-70.650,697.600,0.000
-100.721,-77.181,-70.697,699.200,0.000
-101.236,-78.681,-70.743,700.800,0.000
-101.743,-83.920,-70.789,702.400,0.000
-102.258,-88.420,-70.835,704.000,0.000
-104.772,-87.920,-70.881,705.600,0.000
-104.279,-89.659,-70.926,707.200,0.000
-102.794,-97.859,-70.971,708.800,0.000
-100.801,-98.159,-71.016,710.400,0.000
-98.816,-86.948,-71.061,712.000,0.000
-97.323,-86.448,-71.105,713.600,0.000
-96.837,-87.037,-71.149,715.200,0.000
-95.845,-87.037,-71.193,716.800,0.000
-97.859,-87.537,-71.237,718.400,0.000
-97.366,-87.737,-71.281,720.000,0.000
-96.881,-84.726,-71.324,721.600,0.000
-98.388,-84.726,-71.367,723.200,0.000
-98.402,-84.626,-71.410,724.800,0.000
-97.909,-84.415,-71.453,726.400,0.000
-97.924,-92.415,-71.495,728.000,0.000
-99.181,-103.065,-71.537,729.600,0.000
-100.445,-128.153,-71.579,731.200,0.000
-100.209,-118.103,-71.621,732.800,0.000
-100.217,-99.203,-71.663,734.400,0.000
-101.731,-100.203,-71.704,736.000,0.000
-101.238,-100.592,-71.746,737.600,0.000
-101.252,-97.892,-71.787,739.200,0.000
-101.759,-98.092,-71.828,740.800,0.000
-101.773,-95.192,-71.868,742.400,0.000
-101.780,-95.281,-71.909,744.000,0.000
-100.295,-95.081,-71.949,745.600,0.000
-101.309,-94.981,-71.989,747.200,0.000
-101.316,-94.881,-72.029,748.800,0.000
-100.330,-96.170,-72.069,750.400,0.000
-101.587,-96.470,-72.108,752.000,0.000
-101.851,-94.770,-72.148,753.600,0.000
-104.858,-121.270,-72.187,755.200,0.000
-105.622,-142.570,-72.226,756.800,0.000
-107.129,-117.559,-72.265,758.400,0.000
-111.143,-88.059,-72.304,760.000,0.000
-112.657,-80.059,-72.342,761.600,0.000
-112.664,-77.059,-72.380,763.200,0.000
-115.178,-77.059,-72.419,764.800,0.000
-114.684,-77.048,-72.457,766.400,0.000
-115.198,-77.048,-72.494,768.000,0.000
-115.805,-77.048,-72.532,769.600,0.000
-113.419,-77.048,-72.570,771.200,0.000
-116.233,-77.048,-72.607,772.800,0.000
-116.540,-77.048,-72.644,774.400,0.000
-116.354,-77.037,-72.681,776.000,0.000
-117.311,-77.037,-72.718,777.600,0.000
-115.774,-77.037,-72.755,779.200,0.000
-112.631,-77.037,-72.791,780.800,0.000
-114.745,-77.037,-72.828,782.400,0.000
-115.759,-77.037,-72.864,784.000,0.000
-116.265,-77.037,-72.900,785.600,0.000
-115.879,-77.037,-72.936,787.200,0.000
-116.386,-77.025,-72.972,788.800,0.000
-114.800,-77.025,-73.008,790.400,0.000
-116.913,-77.025,-73.043,792.000,0.000
-119.820,-77.025,-73.079,793.600,0.000
-121.234,-77.025,-73.114,795.200,0.000
-120.440,-77.025,-73.149,796.800,0.000
-118.954,-77.025,-73.184,798.400,0.000
-77.003,-110.397,-73.184,1.600,1.600
-77.003,-110.384,-73.149,3.200,1.600
-77.003,-111.377,-73.114,4.800,1.600
-77.003,-112.363,-73.079,6.400,1.600
-77.003,-109.850,-73.043,8.000,1.600
-77.003,-108.843,-73.008,9.600,1.600
-77.003,-108.429,-72.972,11.200,1.600
-77.014,-107.822,-72.936,12.800,1.600
-77.014,-104.909,-72.900,14.400,1.600
-77.014,-104.595,-72.864,16.000,1.600
-77.014,-104.288,-72.828,17.600,1.600
-77.014,-104.774,-72.791,19.200,1.600
-77.014,-102.467,-72.755,20.800,1.600
-77.014,-102.654,-72.718,22.400,1.600
-77.014,-102.840,-72.681,24.000,1.600
-77.025,-102.333,-72.644,25.600,1.600
-77.025,-100.819,-72.607,27.200,1.600
-77.025,-102.512,-72.570,28.800,1.600
-77.025,-102.498,-72.532,30.400,1.600
-77.025,-102.991,-72.494,32.000,1.600
-77.025,-101.978,-72.457,33.600,1.600
-77.037,-103.464,-72.419,35.200,1.600
-77.037,-102.957,-72.380,36.800,1.600
-77.037,-103.443,-72.342,38.400,1.600
-77.037,-100.636,-72.304,40.000,1.600
-77.037,-98.822,-72.265,41.600,1.600
-77.048,-101.015,-72.226,43.200,1.600
-77.048,-99.101,-72.187,44.800,1.600
-77.048,-98.787,-72.148,46.400,1.600
-77.048,-100.780,-72.108,48.000,1.600
-77.048,-99.466,-72.069,49.600,1.600
-77.059,-101.459,-72.029,51.200,1.600
-77.059,-101.345,-71.989,52.800,1.600
-77.059,-101.237,-71.949,54.400,1.600
-79.059,-101.323,-71.909,56.000,1.600
-84.570,-98.416,-71.868,57.600,1.600
-93.570,-101.402,-71.828,59.200,1.600
-98.570,-99.988,-71.787,60.800,1.600
-99.570,-98.381,-71.746,62.400,1.600
-95.581,-99.067,-71.704,64.000,1.600
-102.331,-98.709,-71.663,65.600,1.600
-113.331,-98.695,-71.621,67.200,1.600
-104.831,-99.438,-71.579,68.800,1.600
-102.092,-100.574,-71.537,70.400,1.600
-92.092,-99.067,-71.495,72.000,1.600
-84.092,-100.152,-71.453,73.600,1.600
-83.103,-100.945,-71.410,75.200,1.600
-83.103,-99.931,-71.367,76.800,1.600
-86.103,-102.623,-71.324,78.400,1.600
-86.115,-103.409,-71.281,80.000,1.600
-89.115,-102.095,-71.237,81.600,1.600
-89.115,-104.287,-71.193,83.200,1.600
-89.126,-103.223,-71.149,84.800,1.600
-91.126,-101.966,-71.105,86.400,1.600
-89.126,-102.051,-71.061,88.000,1.600
-94.137,-102.344,-71.016,89.600,1.600
-115.637,-100.979,-70.971,91.200,1.600
-123.387,-100.222,-70.926,92.800,1.600
-113.898,-99.458,-70.881,94.400,1.600
-102.648,-96.300,-70.835,96.000,1.600
-102.648,-95.536,-70.789,97.600,1.600
-102.659,-95.928,-70.743,99.200,1.600
-102.659,-93.814,-70.697,100.800,1.600
-99.659,-93.806,-70.650,102.400,1.600
-101.670,-94.792,-70.603,104.000,1.600
-107.170,-92.684,-70.556,105.600,1.600
-118.681,-93.770,-70.509,107.200,1.600
-122.181,-96.662,-70.485,108.800,1.600
-113.681,-100.047,-70.437,110.400,1.600
-126.942,-100.490,-70.389,112.000,1.600
-153.442,-101.175,-70.341,113.600,1.600
-153.453,-102.818,-70.293,115.200,1.600
-134.953,-101.453,-70.244,116.800,1.600
-114.464,-101.696,-70.195,118.400,1.600
-107.464,-103.831,-70.145,120.000,1.600
-106.975,-103.573,-70.096,121.600,1.600
-108.725,-104.058,-70.046,123.200,1.600
-106.475,-105.551,-69.996,124.800,1.600
-107.736,-106.036,-69.945,126.400,1.600
-102.736,-104.529,-69.894,128.000,1.600
-102.747,-105.514,-69.843,129.600,1.600
-102.747,-109.006,-69.792,131.200,1.600
-102.758,-109.241,-69.740,132.800,1.600
-102.758,-107.483,-69.688,134.400,1.600
-102.769,-103.718,-69.636,136.000,1.600
-102.769,-102.961,-69.583,137.600,1.600
-102.279,-102.196,-69.530,139.200,1.600
-111.779,-101.938,-69.477,140.800,1.600
-120.540,-99.423,-69.423,142.400,1.600
-118.290,-100.415,-69.369,144.000,1.600
-115.551,-103.400,-69.315,145.600,1.600
-120.051,-105.393,-69.261,147.200,1.600
-117.812,-109.377,-69.206,148.800,1.600
-111.312,-113.370,-69.150,150.400,1.600
-111.323,-118.105,-69.095,152.000,1.600
-110.823,-120.097,-69.039,153.600,1.600
-110.834,-117.332,-68.982,155.200,1.600
-111.334,-115.574,-68.925,156.800,1.600
-108.844,-113.066,-68.868,158.400,1.600
-107.355,-114.051,-68.811,160.000,1.600
-115.855,-116.043,-68.753,161.600,1.600
-122.366,-119.028,-68.694,163.200,1.600
-124.366,-116.520,-68.636,164.800,1.600
-124.877,-115.505,-68.577,166.400,1.600
-125.877,-114.997,-68.517,168.000,1.600
-128.388,-111.481,-68.457,169.600,1.600
-139.398,-109.224,-68.397,171.200,1.600
-138.898,-110.958,-68.336,172.800,1.600
-132.409,-111.700,-68.275,174.400,1.600
-124.909,-110.193,-68.213,176.000,1.600
-109.920,-109.677,-68.151,177.600,1.600
-92.430,-108.169,-68.089,179.200,1.600
-77.430,-108.154,-68.026,180.800,1.600
-77.441,-107.146,-67.963,182.400,1.600
-77.441,-107.130,-67.899,184.000,1.600
-77.452,-107.122,-67.834,185.600,1.600
-77.462,-109.607,-67.770,187.200,1.600
-77.462,-107.599,-67.704,188.800,1.600
-77.473,-108.091,-67.638,190.400,1.600
-77.484,-107.075,-67.572,192.000,1.600
-77.484,-110.067,-67.505,193.600,1.600
-79.494,-112.051,-67.438,195.200,1.600
-83.505,-112.793,-67.370,196.800,1.600
-89.005,-112.786,-67.302,198.400,1.600
-94.516,-112.270,-67.233,200.000,1.600
-94.026,-112.262,-67.163,201.600,1.600
-90.526,-108.246,-67.093,203.200,1.600
-95.037,-105.988,-67.023,204.800,1.600
-101.547,-105.722,-66.951,206.400,1.600
-107.547,-105.464,-66.880,208.000,1.600
-102.558,-105.456,-66.807,209.600,1.600
-96.568,-105.440,-66.734,211.200,1.600
-94.818,-105.432,-66.661,212.800,1.600
-92.079,-105.416,-66.586,214.400,1.600
-90.089,-105.908,-66.512,216.000,1.600
