rssi1,rssi2,rssi3,rssi4,rssi5,x,y
-73.720,-92.203,-88.903,-79.124,-70.436,244.800,121.600
-74.766,-93.215,-90.285,-78.100,-70.406,246.400,121.600
-75.289,-94.228,-90.676,-77.577,-70.247,248.000,121.600
-75.335,-94.740,-91.007,-77.053,-70.117,249.600,121.600
-75.381,-95.752,-92.548,-76.530,-70.087,251.200,121.600
-75.426,-93.765,-92.330,-76.506,-70.057,252.800,121.600
-75.449,-93.777,-91.820,-76.482,-69.897,254.400,121.600
-75.494,-96.389,-93.952,-76.458,-69.667,256.000,121.600
-76.288,-100.301,-94.693,-76.434,-69.436,257.600,121.600
-76.333,-102.213,-97.674,-76.422,-69.106,259.200,121.600
-76.377,-100.825,-95.165,-76.398,-68.644,260.800,121.600
-76.399,-100.138,-95.146,-76.374,-68.213,262.400,121.600
-76.443,-101.350,-95.637,-76.350,-68.183,264.000,121.600
-76.487,-98.262,-96.618,-76.325,-68.151,265.600,121.600
-76.531,-95.874,-95.859,-76.301,-68.120,267.200,121.600
-76.574,-94.286,-93.590,-76.277,-68.058,268.800,121.600
-77.095,-95.298,-93.331,-76.252,-68.026,270.400,121.600
-76.638,-94.110,-92.062,-76.228,-67.994,272.000,121.600
-76.681,-94.822,-92.553,-76.203,-67.963,273.600,121.600
-76.474,-93.934,-94.034,-76.178,-67.931,275.200,121.600
-76.266,-94.646,-96.525,-76.154,-67.899,276.800,121.600
-76.037,-94.758,-102.015,-76.129,-67.834,278.400,121.600
-77.079,-95.170,-105.496,-76.104,-67.802,280.000,121.600
-78.121,-95.282,-109.487,-76.079,-67.770,281.600,121.600
-77.663,-95.094,-111.968,-76.054,-67.737,283.200,121.600
-78.204,-94.706,-112.208,-76.041,-67.704,284.800,121.600
-77.725,-97.318,-107.939,-76.016,-67.671,286.400,121.600
-78.266,-97.630,-106.180,-75.991,-67.638,288.000,121.600
-80.307,-100.541,-106.161,-75.966,-67.605,289.600,121.600
-81.348,-99.953,-105.651,-75.940,-67.572,291.200,121.600
-83.388,-99.165,-103.632,-75.915,-67.539,292.800,121.600
-83.929,-98.777,-100.622,-75.890,-67.505,294.400,121.600
-85.449,-96.389,-98.603,-75.864,-67.472,296.000,121.600
-83.989,-94.350,-102.093,-75.838,-67.438,297.600,121.600
-85.529,-93.762,-103.834,-75.813,-67.404,299.200,121.600
-85.569,-92.924,-102.315,-75.787,-67.370,300.800,121.600
-84.608,-92.336,-101.305,-75.761,-67.336,302.400,121.600
-82.628,-93.009,-102.286,-75.735,-67.302,304.000,121.600
-81.667,-92.421,-102.776,-75.709,-67.267,305.600,121.600
-79.707,-93.282,-102.256,-75.683,-67.233,307.200,121.600
-78.745,-92.844,-104.747,-75.670,-67.198,308.800,121.600
-79.784,-90.606,-102.237,-75.643,-67.163,310.400,121.600
-80.823,-89.867,-102.217,-75.617,-67.128,312.000,121.600
-81.861,-87.229,-102.208,-75.591,-67.093,313.600,121.600
-81.380,-87.291,-101.688,-75.564,-67.058,315.200,121.600
-80.919,-85.652,-101.678,-75.538,-67.058,316.800,121.600
-79.957,-86.225,-101.909,-75.511,-67.023,318.400,121.600
-79.994,-85.287,-101.399,-75.484,-66.987,320.000,121.600
-80.032,-86.548,-101.389,-75.457,-66.951,321.600,121.600
-80.070,-85.110,-101.369,-75.431,-66.916,323.200,121.600
-80.088,-85.421,-101.109,-75.404,-66.916,324.800,121.600
-80.126,-84.483,-100.589,-75.377,-66.880,326.400,121.600
-80.163,-84.544,-100.580,-75.349,-66.844,328.000,121.600
-80.200,-83.856,-104.070,-75.336,-66.807,329.600,121.600
-80.237,-83.028,-103.050,-75.308,-66.807,331.200,121.600
-80.273,-83.140,-103.540,-75.281,-66.771,332.800,121.600
-80.310,-82.401,-101.020,-75.254,-66.734,334.400,121.600
-80.328,-82.663,-97.010,-75.226,-66.698,336.000,121.600
-80.864,-83.924,-97.000,-75.199,-66.698,337.600,121.600
-81.150,-82.935,-98.980,-75.171,-66.661,339.200,121.600
-81.186,-83.708,-96.970,-75.143,-66.624,340.800,121.600
-81.222,-83.469,-99.449,-75.115,-66.624,342.400,121.600
-81.258,-84.480,-98.439,-75.087,-66.586,344.000,121.600
-81.293,-85.492,-97.429,-75.059,-66.586,345.600,121.600
-81.311,-85.503,-95.909,-75.031,-66.549,347.200,121.600
-81.346,-86.525,-94.399,-75.017,-66.549,348.800,121.600
-80.381,-86.537,-94.379,-74.989,-66.512,350.400,121.600
-79.416,-86.048,-94.868,-74.960,-66.474,352.000,121.600
-78.451,-86.059,-94.358,-74.932,-66.474,353.600,121.600
-78.486,-86.070,-97.838,-74.903,-66.436,355.200,121.600
-78.521,-86.092,-99.828,-75.374,-66.436,356.800,121.600
-79.555,-85.853,-96.817,-75.846,-66.398,358.400,121.600
-80.572,-85.615,-95.797,-76.817,-66.398,360.000,121.600
-81.607,-85.626,-95.537,-77.288,-66.398,361.600,121.600
-81.391,-85.387,-95.026,-77.759,-66.360,363.200,121.600
-81.175,-85.409,-90.756,-78.230,-66.360,364.800,121.600
-80.959,-85.170,-90.246,-79.200,-66.322,366.400,121.600
-80.992,-84.681,-87.485,-79.686,-66.322,368.000,121.600
-81.026,-85.192,-85.965,-80.156,-66.322,369.600,121.600
-81.059,-85.203,-85.204,-81.127,-66.283,371.200,121.600
-81.076,-84.225,-84.694,-81.097,-66.283,372.800,121.600
-81.109,-83.736,-84.673,-80.568,-66.283,374.400,121.600
-81.143,-83.747,-85.663,-80.538,-66.283,376.000,121.600
-81.176,-83.258,-85.652,-81.008,-66.244,377.600,121.600
-81.208,-83.279,-85.631,-80.478,-66.244,379.200,121.600
-81.241,-83.790,-85.521,-81.448,-66.244,380.800,121.600
-81.774,-83.301,-85.460,-83.918,-66.244,382.400,121.600
-82.306,-84.062,-87.039,-84.402,-66.205,384.000,121.600
-82.839,-83.584,-87.279,-85.372,-71.705,385.600,121.600
-83.355,-84.844,-87.268,-87.842,-81.455,387.200,121.600
-83.887,-84.855,-87.347,-88.311,-103.955,388.800,121.600
-84.919,-86.127,-86.537,-90.280,-118.705,390.400,121.600
-84.451,-86.138,-87.226,-91.250,-92.705,392.000,121.600
-84.983,-87.398,-88.305,-92.219,-69.205,393.600,121.600
-85.015,-87.159,-87.794,-91.188,-69.205,395.200,121.600
-86.047,-88.430,-87.784,-90.156,-69.205,396.800,121.600
-85.828,-87.191,-87.273,-88.125,-69.205,398.400,121.600
-86.610,-87.952,-84.852,-87.110,-69.205,400.000,121.600
-86.875,-87.723,-83.941,-86.078,-69.205,401.600,121.600
-86.906,-89.284,-83.930,-83.547,-69.205,403.200,121.600
-86.938,-89.144,-84.009,-83.015,-72.205,404.800,121.600
-86.969,-90.505,-83.498,-82.983,-72.205,406.400,121.600
-87.000,-91.376,-81.888,-82.451,-72.205,408.000,121.600
-87.030,-92.887,-81.977,-82.919,-72.205,409.600,121.600
-87.561,-92.447,-82.455,-82.887,-72.205,411.200,121.600
-87.092,-94.468,-82.544,-82.355,-69.205,412.800,121.600
-87.122,-96.929,-82.634,-82.839,-69.205,414.400,121.600
-87.152,-98.939,-85.212,-82.806,-69.205,416.000,121.600
-87.168,-100.110,-87.701,-82.274,-69.244,417.600,121.600
-87.198,-100.121,-89.590,-81.741,-69.244,419.200,121.600
-87.728,-102.131,-89.679,-81.208,-69.244,420.800,121.600
-87.758,-103.652,-89.658,-79.176,-75.744,422.400,121.600
-87.788,-101.863,-87.547,-77.643,-81.283,424.000,121.600
-87.318,-103.073,-84.736,-76.609,-82.033,425.600,121.600
-87.347,-102.994,-83.025,-76.576,-82.033,427.200,121.600
-87.377,-102.404,-83.103,-76.559,-81.783,428.800,121.600
-87.906,-100.015,-82.592,-76.526,-80.322,430.400,121.600
-87.436,-98.435,-81.681,-76.492,-79.322,432.000,121.600
-86.950,-97.546,-80.770,-76.459,-76.822,433.600,121.600
-86.480,-96.556,-80.159,-76.425,-73.860,435.200,121.600
-86.009,-99.376,-80.237,-76.391,-70.860,436.800,121.600
-85.038,-100.087,-80.726,-76.357,-70.898,438.400,121.600
-84.567,-99.797,-80.815,-76.322,-73.898,440.000,121.600
-83.846,-100.217,-80.903,-76.305,-73.898,441.600,121.600
-83.124,-102.328,-80.792,-76.271,-73.936,443.200,121.600
-82.403,-103.338,-80.770,-76.236,-73.936,444.800,121.600
-82.432,-105.758,-80.959,-76.201,-73.974,446.400,121.600
-82.460,-102.768,-81.048,-76.166,-73.974,448.000,121.600
-82.489,-101.079,-81.037,-76.131,-71.012,449.600,121.600
-82.517,-102.199,-80.825,-76.096,-71.049,451.200,121.600
-81.531,-101.109,-80.903,-76.061,-71.049,452.800,121.600
-80.559,-105.029,-80.992,-76.043,-71.086,454.400,121.600
-79.587,-103.639,-80.580,-76.008,-72.086,456.000,121.600
-79.615,-107.799,-80.369,-75.972,-75.124,457.600,121.600
-79.643,-105.870,-80.558,-75.936,-77.124,459.200,121.600
-79.671,-105.280,-80.435,-75.900,-80.161,460.800,121.600
-79.699,-105.700,-80.524,-75.864,-85.198,462.400,121.600
-79.726,-102.210,-80.413,-78.328,-83.698,464.000,121.600
-79.754,-100.820,-80.501,-81.060,-79.734,465.600,121.600
-79.781,-97.940,-80.490,-86.523,-76.771,467.200,121.600
-79.808,-95.950,-80.578,-91.487,-76.307,468.800,121.600
-80.036,-96.470,-80.456,-93.950,-75.307,470.400,121.600
-80.149,-96.580,-80.544,-98.913,-74.844,472.000,121.600
-80.177,-96.739,-80.533,-101.376,-74.880,473.600,121.600
-80.504,-97.009,-80.421,-101.338,-76.416,475.200,121.600
-80.731,-97.269,-80.610,-101.320,-76.916,476.800,121.600
-80.857,-97.189,-80.898,-101.282,-78.951,478.400,121.600
-80.984,-96.999,-80.787,-103.744,-77.487,480.000,121.600
-81.111,-97.409,-80.875,-101.207,-76.023,481.600,121.600
-81.238,-100.078,-80.852,-101.169,-73.058,483.200,121.600
-81.564,-101.488,-80.941,-101.130,-71.558,484.800,121.600
-81.591,-100.808,-80.829,-100.611,-72.093,486.400,121.600
-81.617,-101.717,-80.717,-98.073,-71.628,488.000,121.600
-81.643,-101.237,-80.406,-93.534,-71.163,489.600,121.600
-81.870,-100.047,-79.994,-88.495,-70.198,491.200,121.600
-81.983,-98.006,-79.782,-85.957,-68.733,492.800,121.600
-82.109,-98.776,-79.871,-83.917,-67.767,494.400,121.600
-82.135,-98.786,-79.559,-84.878,-67.302,496.000,121.600
-82.261,-100.805,-79.636,-85.358,-67.336,497.600,121.600
-82.487,-99.065,-79.624,-87.319,-67.370,499.200,121.600
-82.613,-99.334,-79.612,-87.779,-67.404,500.800,121.600
-82.738,-96.343,-79.600,-89.739,-67.438,502.400,121.600
-83.064,-93.353,-79.389,-92.199,-67.472,504.000,121.600
-83.290,-92.372,-79.277,-92.179,-67.505,505.600,121.600
-83.415,-91.382,-79.065,-92.888,-67.539,507.200,121.600
-83.540,-91.401,-78.653,-94.348,-67.572,508.800,121.600
-84.766,-91.661,-78.541,-91.807,-67.605,510.400,121.600
-109.521,-95.930,-90.404,-70.641,-68.982,569.600,121.600
-112.044,-94.939,-92.792,-70.993,-69.039,571.200,121.600
-114.067,-95.457,-94.379,-71.168,-69.067,572.800,121.600
-117.490,-94.966,-94.767,-71.219,-69.095,574.400,121.600
-118.313,-94.984,-94.954,-71.170,-69.150,576.000,121.600
-116.735,-96.993,-95.791,-71.121,-69.178,577.600,121.600
-116.258,-96.511,-94.729,-71.196,-69.233,579.200,121.600
-112.780,-96.019,-93.229,-71.346,-69.261,580.800,121.600
-111.703,-97.287,-90.466,-71.396,-69.288,582.400,121.600
-114.225,-98.046,-89.404,-71.371,-69.342,584.000,121.600
-115.398,-97.814,-89.291,-71.620,-69.369,585.600,121.600
-114.820,-98.823,-90.578,-71.769,-69.423,587.200,121.600
-117.242,-99.340,-94.566,-71.718,-69.450,588.800,121.600
-116.765,-99.358,-96.353,-71.692,-69.504,590.400,121.600
-117.687,-100.367,-98.553,-71.740,-69.530,592.000,121.600
-120.809,-100.384,-98.040,-71.788,-69.583,593.600,121.600
-123.731,-98.393,-97.328,-71.662,-69.610,595.200,121.600
-122.253,-99.411,-101.515,-71.610,-69.662,596.800,121.600
-119.875,-99.420,-106.702,-71.557,-69.688,598.400,121.600
-119.786,-97.187,-108.040,-71.530,-69.740,600.000,121.600
-123.208,-99.946,-106.590,-71.477,-69.766,601.600,121.600
-123.129,-102.963,-100.777,-71.523,-69.818,603.200,121.600
-120.301,-104.231,-96.914,-71.496,-69.843,604.800,121.600
-113.723,-106.739,-96.601,-71.442,-69.894,606.400,121.600
-110.844,-108.257,-97.151,-71.488,-69.920,608.000,121.600
-108.366,-110.765,-103.088,-71.461,-70.271,609.600,121.600
-105.388,-111.483,-106.575,-71.406,-70.896,611.200,121.600
-100.409,-110.091,-111.813,-71.350,-71.446,612.800,121.600
-100.930,-110.009,-112.500,-71.322,-71.471,614.400,121.600
-100.952,-110.226,-113.700,-71.267,-71.621,616.000,121.600
-100.973,-112.334,-110.287,-71.210,-71.945,617.600,121.600
-101.494,-112.652,-107.874,-71.082,-71.995,619.200,121.600
-102.616,-112.510,-106.861,-71.125,-72.219,620.800,121.600
-102.887,-111.877,-104.561,-71.168,-72.268,622.400,121.600
-103.008,-110.636,-103.448,-71.339,-72.393,624.000,121.600
-104.129,-112.253,-105.085,-71.582,-72.441,625.600,121.600
-105.950,-112.270,-109.172,-71.553,-72.489,627.200,121.600
-107.471,-111.878,-109.922,-71.694,-72.514,628.800,121.600
-109.092,-112.295,-108.659,-71.736,-72.561,630.400,121.600
-110.002,-113.304,-107.296,-71.606,-72.685,632.000,121.600
-111.823,-114.821,-107.196,-71.547,-73.133,633.600,121.600
-113.244,-116.338,-106.883,-71.617,-73.580,635.200,121.600
-115.065,-114.746,-106.570,-71.657,-73.603,636.800,121.600
-115.085,-113.363,-104.070,-71.597,-73.750,638.400,121.600
-116.106,-113.121,-101.157,-72.067,-74.074,640.000,121.600
-117.126,-111.488,-100.543,-72.006,-74.120,641.600,121.600
-121.647,-113.355,-100.343,-72.075,-74.466,643.200,121.600
-123.617,-112.263,-100.330,-71.913,-74.589,644.800,121.600
-124.638,-111.880,-101.317,-71.983,-74.535,646.400,121.600
-124.758,-111.488,-103.617,-71.820,-74.458,648.000,121.600
-124.879,-110.305,-103.804,-71.558,-75.003,649.600,121.600
-124.899,-111.222,-103.891,-71.826,-74.949,651.200,121.600
-125.419,-113.330,-105.891,-71.763,-75.171,652.800,121.600
-124.939,-114.747,-104.677,-71.831,-75.116,654.400,121.600
-125.560,-114.655,-105.464,-71.867,-75.161,656.000,121.600
-124.680,-114.271,-113.264,-71.834,-75.183,657.600,121.600
-123.800,-115.388,-121.751,-71.870,-75.127,659.200,121.600
-122.520,-113.896,-124.851,-71.737,-75.349,660.800,121.600
-123.140,-112.913,-126.238,-71.671,-75.193,662.400,121.600
-122.660,-111.321,-119.124,-71.538,-75.037,664.000,121.600
-121.430,-108.837,-116.424,-71.572,-75.059,665.600,121.600
-119.699,-107.354,-115.311,-71.439,-74.702,667.200,121.600
-119.969,-108.262,-120.111,-71.372,-75.045,668.800,121.600
-119.079,-107.078,-126.598,-71.138,-74.967,670.400,121.600
-117.699,-107.086,-126.884,-70.804,-74.910,672.000,121.600
-117.218,-108.303,-115.084,-70.436,-74.853,673.600,121.600
-116.238,-108.019,-103.471,-70.502,-75.174,675.200,121.600
-115.258,-108.527,-96.971,-70.333,-75.216,676.800,121.600
-118.877,-111.443,-91.957,-70.798,-75.158,678.400,121.600
-126.397,-111.059,-88.457,-70.728,-75.100,680.000,121.600
-132.016,-113.968,-84.444,-70.593,-74.721,681.600,121.600
-135.036,-115.484,-82.444,-69.958,-74.563,683.200,121.600
-140.455,-111.900,-82.431,-69.287,-74.604,684.800,121.600
-144.974,-109.808,-82.417,-69.151,-74.425,686.400,121.600
-150.493,-108.424,-82.417,-68.680,-74.166,688.000,121.600
-153.513,-106.032,-81.904,-68.644,-74.107,689.600,121.600
-155.632,-102.048,-80.904,-68.807,-74.128,691.200,121.600
-156.151,-99.564,-79.390,-68.634,-74.068,692.800,121.600
-155.670,-97.272,-77.890,-68.798,-74.109,694.400,121.600
-156.189,-94.988,-76.377,-68.761,-74.149,696.000,121.600
-155.208,-97.704,-75.377,-68.686,-74.069,697.600,121.600
-149.727,-96.012,-75.377,-68.649,-74.109,699.200,121.600
-143.346,-96.528,-75.363,-68.512,-74.049,700.800,121.600
-139.865,-97.543,-75.363,-68.574,-74.169,702.400,121.600
-132.284,-95.051,-75.349,-68.298,-74.108,704.000,121.600
-128.803,-95.567,-75.349,-68.260,-74.148,705.600,121.600
-123.322,-92.583,-75.336,-68.122,-73.987,707.200,121.600
-119.840,-91.091,-75.336,-67.983,-73.707,708.800,121.600
-111.850,-90.107,-75.322,-67.705,-73.545,710.400,121.600
-105.468,-87.114,-75.322,-67.466,-73.384,712.000,121.600
-102.887,-87.130,-75.322,-67.427,-73.204,713.600,121.600
-98.406,-86.646,-75.308,-67.088,-73.142,715.200,121.600
-97.424,-85.654,-75.308,-66.748,-72.880,716.800,121.600
-96.943,-85.669,-75.295,-66.169,-72.519,718.400,121.600
-96.461,-84.685,-75.295,-65.928,-72.438,720.000,121.600
-96.080,-84.693,-75.295,-65.888,-72.476,721.600,121.600
-95.098,-84.708,-75.281,-65.848,-72.513,723.200,121.600
-94.416,-83.724,-79.031,-65.807,-72.551,724.800,121.600
-94.335,-84.231,-85.517,-65.766,-72.570,726.400,121.600
-94.103,-83.747,-86.017,-65.725,-72.607,728.000,121.600
-93.871,-83.762,-89.767,-65.642,-72.644,729.600,121.600
-93.739,-83.270,-97.254,-65.601,-72.681,731.200,121.600
-93.758,-83.286,-85.754,-65.559,-72.718,732.800,121.600
-93.776,-83.801,-81.254,-65.517,-72.737,734.400,121.600
-93.794,-84.059,-81.240,-65.474,-72.773,736.000,121.600
-93.812,-84.074,-81.240,-65.432,-72.810,737.600,121.600
-93.830,-84.089,-81.240,-65.389,-72.846,739.200,121.600
-93.848,-84.097,-78.226,-65.346,-72.864,740.800,121.600
-93.866,-84.112,-78.226,-65.303,-72.900,742.400,121.600
-93.884,-86.627,-78.226,-65.260,-72.936,744.000,121.600
-93.802,-89.135,-78.212,-65.216,-72.972,745.600,121.600
-93.819,-91.650,-96.212,-65.216,-72.990,747.200,121.600
-93.837,-96.665,-123.962,-65.173,-73.026,748.800,121.600
-93.855,-98.923,-107.212,-65.129,-73.061,750.400,121.600
-93.873,-101.188,-94.699,-65.084,-73.096,752.000,121.600
-93.890,-103.453,-94.699,-65.040,-73.131,753.600,121.600
-91.808,-103.461,-91.699,-64.995,-73.149,755.200,121.600
-90.726,-100.976,-91.685,-64.950,-73.184,756.800,121.600
-90.734,-103.491,-88.685,-64.950,-73.219,758.400,121.600
-90.752,-104.006,-88.685,-64.905,-73.253,760.000,121.600
-90.770,-102.014,-88.685,-64.860,-73.288,761.600,121.600
-90.787,-103.279,-88.685,-64.814,-73.305,763.200,121.600
-90.805,-102.043,-91.671,-64.769,-73.340,764.800,121.600
-90.622,-101.301,-91.671,-64.769,-73.374,766.400,121.600
-90.439,-104.316,-121.671,-64.722,-73.408,768.000,121.600
-90.357,-106.331,-135.671,-64.676,-73.442,769.600,121.600
-90.374,-107.838,-97.657,-64.676,-73.459,771.200,121.600
-90.391,-104.853,-79.657,-64.630,-73.492,772.800,121.600
-90.409,-109.368,-75.157,-64.583,-73.526,774.400,121.600
-90.426,-107.875,-75.157,-64.583,-73.559,776.000,121.600
-90.443,-105.890,-75.157,-64.536,-73.593,777.600,121.600
-90.360,-106.905,-75.157,-64.536,-73.609,779.200,121.600
-90.377,-111.670,-75.143,-64.488,-73.643,780.800,121.600
-90.294,-113.427,-75.143,-64.488,-73.676,782.400,121.600
-90.311,-117.192,-75.143,-64.441,-74.208,784.000,121.600
-90.328,-115.706,-75.143,-64.441,-75.241,785.600,121.600
-90.245,-114.714,-75.143,-64.393,-76.258,787.200,121.600
-90.262,-115.228,-75.143,-64.393,-77.290,788.800,121.600
-90.279,-115.743,-75.143,-64.345,-77.823,790.400,121.600
-90.296,-117.250,-75.129,-64.345,-78.855,792.000,121.600
-90.313,-119.765,-75.129,-64.345,-78.887,793.600,121.600
-90.030,-119.779,-75.129,-64.296,-78.919,795.200,121.600
-90.047,-118.294,-75.129,-64.296,-78.435,796.800,121.600
-91.063,-112.301,-75.129,-64.296,-78.967,798.400,121.600
-91.480,-109.816,-75.129,-64.248,-78.999,800.000,121.600
-64.345,-75.101,-100.358,-98.830,-79.883,0.000,123.200
-64.393,-75.101,-100.344,-99.313,-79.851,1.600,123.200
-64.393,-75.101,-102.387,-100.297,-79.635,3.200,123.200
-64.393,-75.101,-101.172,-100.280,-79.503,4.800,123.200
-64.441,-75.101,-101.158,-100.263,-79.571,6.400,123.200
-64.441,-75.101,-101.343,-100.246,-79.539,8.000,123.200
-64.441,-75.115,-102.436,-100.229,-79.406,9.600,123.200
-64.488,-75.115,-102.521,-100.412,-79.274,11.200,123.200
-64.488,-75.115,-102.506,-100.395,-79.258,12.800,123.200
-64.536,-75.115,-103.599,-100.378,-79.325,14.400,123.200
-64.536,-75.115,-103.684,-100.361,-79.292,16.000,123.200
-64.583,-75.115,-104.170,-100.194,-79.159,17.600,123.200
-64.583,-75.115,-103.955,-99.927,-79.026,19.200,123.200
-64.630,-75.129,-104.447,-99.260,-78.993,20.800,123.200
-64.630,-75.129,-104.233,-98.243,-78.776,22.400,123.200
-64.676,-75.129,-104.018,-98.326,-78.343,24.000,123.200
-64.676,-75.129,-104.010,-97.817,-78.109,25.600,123.200
-64.722,-75.129,-103.796,-98.300,-77.875,27.200,123.200
-64.769,-75.129,-103.681,-97.783,-77.642,28.800,123.200
-64.769,-75.143,-103.573,-98.465,-77.525,30.400,123.200
-64.814,-75.143,-103.958,-97.848,-77.391,32.000,123.200
-64.860,-75.143,-104.343,-98.331,-77.257,33.600,123.200
-64.860,-75.143,-104.436,-98.063,-77.122,35.200,123.200
-64.905,-75.157,-104.821,-98.296,-76.888,36.800,123.200
-64.950,-75.157,-104.706,-99.528,-76.871,38.400,123.200
-64.995,-75.157,-104.791,-101.511,-76.836,40.000,123.200
-64.995,-78.657,-104.683,-104.093,-76.701,41.600,123.200
-65.040,-88.671,-105.068,-104.676,-76.666,43.200,123.200
-65.084,-96.671,-105.153,-107.158,-76.531,44.800,123.200
-65.129,-97.671,-105.746,-107.640,-76.514,46.400,123.200
-65.173,-92.171,-105.731,-110.123,-76.479,48.000,123.200
-65.216,-89.935,-105.615,-110.605,-76.343,49.600,123.200
-65.216,-89.435,-105.508,-111.587,-76.308,51.200,123.200
-65.260,-86.435,-105.493,-111.569,-75.990,52.800,123.200
-65.303,-81.185,-105.477,-110.552,-75.954,54.400,123.200
-65.346,-78.199,-104.970,-109.534,-75.718,56.000,123.200
-65.389,-78.199,-105.255,-107.516,-75.582,57.600,123.200
-65.432,-78.199,-104.939,-106.498,-75.446,59.200,123.200
-65.474,-78.212,-105.032,-104.480,-75.228,60.800,123.200
-65.517,-78.212,-105.216,-103.962,-75.191,62.400,123.200
-65.559,-78.212,-104.801,-101.844,-74.955,64.000,123.200
-65.601,-81.226,-104.993,-99.826,-74.918,65.600,123.200
-65.642,-81.226,-107.378,-98.308,-74.900,67.200,123.200
-66.684,-81.226,-107.062,-97.189,-74.763,68.800,123.200
-68.225,-84.240,-107.055,-96.671,-74.726,70.400,123.200
-69.516,-84.240,-109.639,-95.653,-74.588,72.000,123.200
-70.807,-84.240,-107.124,-95.144,-74.570,73.600,123.200
-70.348,-84.254,-106.416,-94.026,-74.532,75.200,123.200
-74.178,-84.254,-109.600,-93.007,-74.494,76.800,123.200
-72.969,-84.267,-108.685,-92.489,-74.457,78.400,123.200
-72.508,-87.267,-106.777,-91.370,-74.419,80.000,123.200
-72.548,-97.767,-109.961,-91.352,-74.400,81.600,123.200
-72.588,-100.781,-109.146,-91.333,-74.361,83.200,123.200
-71.627,-92.781,-106.338,-91.315,-74.323,84.800,123.200
-69.705,-100.545,-109.322,-91.196,-74.304,86.400,123.200
-69.744,-111.045,-109.307,-91.178,-74.265,88.000,123.200
-69.783,-114.545,-107.199,-91.159,-74.126,89.600,123.200
-75.822,-112.558,-106.483,-91.140,-74.087,91.200,123.200
-82.360,-105.558,-108.967,-91.122,-73.967,92.800,123.200
-87.436,-107.572,-106.659,-91.003,-73.928,94.400,123.200
-83.974,-104.572,-106.843,-90.984,-73.789,96.000,123.200
-80.762,-105.836,-108.728,-90.965,-73.749,97.600,123.200
-81.299,-100.836,-106.220,-90.946,-73.729,99.200,123.200
-77.624,-100.849,-106.704,-90.477,-73.689,100.800,123.200
-78.911,-100.849,-109.338,-90.008,-73.549,102.400,123.200
-80.948,-100.863,-106.480,-89.639,-73.509,104.000,123.200
-80.771,-100.863,-107.114,-89.420,-73.388,105.600,123.200
-80.307,-100.877,-110.006,-89.201,-73.348,107.200,123.200
-83.844,-107.377,-107.690,-88.882,-73.307,108.800,123.200
-82.416,-118.640,-107.274,-88.463,-73.187,110.400,123.200
-83.451,-114.640,-109.466,-88.043,-73.146,112.000,123.200
-83.487,-114.654,-107.350,-87.824,-73.104,113.600,123.200
-86.058,-116.904,-106.834,-87.715,-73.084,115.200,123.200
-83.593,-109.417,-106.726,-87.695,-72.942,116.800,123.200
-83.628,-109.417,-106.409,-87.676,-72.900,118.400,123.200
-83.698,-109.431,-106.693,-87.656,-72.758,120.000,123.200
-83.733,-109.431,-106.085,-87.637,-72.637,121.600,123.200
-83.802,-107.944,-106.569,-87.517,-72.395,123.200,123.200
-83.836,-108.444,-106.161,-87.498,-72.253,124.800,123.200
-83.870,-115.957,-106.144,-87.478,-72.231,126.400,123.200
-83.938,-121.957,-105.478,-87.459,-72.188,128.000,123.200
-83.972,-122.971,-105.020,-87.339,-72.045,129.600,123.200
-84.039,-123.484,-105.304,-87.319,-71.924,131.200,123.200
-85.072,-130.984,-107.037,-87.099,-71.681,132.800,123.200
-83.638,-135.998,-104.529,-86.980,-71.537,134.400,123.200
-81.171,-132.998,-104.513,-86.860,-71.515,136.000,123.200
-77.737,-123.011,-107.004,-86.940,-71.371,137.600,123.200
-75.770,-103.024,-104.388,-87.220,-71.227,139.200,123.200
-73.834,-83.024,-104.371,-86.800,-71.105,140.800,123.200
-73.867,-75.538,-106.863,-85.980,-71.061,142.400,123.200
-75.431,-75.538,-104.247,-85.460,-71.016,144.000,123.200
-75.463,-75.551,-104.138,-85.939,-70.994,145.600,123.200
-74.026,-75.564,-104.022,-86.919,-70.949,147.200,123.200
-73.058,-75.564,-103.805,-87.399,-70.903,148.800,123.200
-72.120,-75.577,-103.597,-87.879,-70.881,150.400,123.200
-71.651,-75.591,-103.380,-87.858,-70.835,152.000,123.200
-71.713,-76.091,-103.272,-87.848,-70.812,153.600,123.200
-71.744,-77.604,-102.855,-87.828,-70.766,155.200,123.200
-71.306,-79.617,-103.138,-87.807,-70.720,156.800,123.200
-71.336,-81.117,-103.530,-87.787,-70.697,158.400,123.200
-71.897,-83.130,-103.513,-87.766,-70.650,160.000,123.200
-71.957,-87.643,-104.005,-87.746,-70.627,161.600,123.200
-71.987,-89.143,-104.988,-87.725,-70.580,163.200,123.200
-72.047,-88.157,-105.971,-87.204,-70.533,164.800,123.200
-71.577,-85.170,-106.962,-87.683,-70.509,166.400,123.200
-72.136,-82.170,-104.445,-87.663,-70.461,168.000,123.200
-71.694,-81.183,-104.437,-87.642,-70.437,169.600,123.200
-71.224,-84.196,-104.420,-87.121,-70.489,171.200,123.200
-70.782,-87.209,-102.503,-87.600,-70.841,172.800,123.200
-70.311,-92.209,-102.794,-87.579,-70.917,174.400,123.200
-69.368,-92.222,-102.877,-86.558,-71.168,176.000,123.200
