RSSI-1,RSSI-2,RSSI-3,RSSI-4,RSSI-5,RSSI-6,RSSI-7,RSSI-8,RSSI-9,X,Y
-59.411,-70.994,-77.092,-123.718,-96.909,-83.428,-78.803,-71.828,-92.411,59.200,0.000
-59.580,-71.016,-77.092,-126.359,-94.302,-84.911,-78.785,-71.787,-91.596,60.800,0.000
-59.663,-71.016,-77.092,-124.849,-93.788,-84.894,-78.766,-71.746,-90.065,62.400,0.000
-59.827,-71.038,-77.103,-119.089,-93.181,-86.377,-78.748,-71.704,-88.550,64.000,0.000
-59.988,-71.038,-77.103,-114.279,-93.867,-86.360,-78.730,-71.663,-86.919,65.600,0.000
-60.146,-71.061,-77.103,-107.569,-93.959,-87.843,-78.711,-71.621,-86.403,67.200,0.000
-60.301,-71.083,-77.103,-104.659,-93.445,-87.334,-78.693,-71.579,-82.772,68.800,0.000
-60.453,-71.083,-77.115,-102.399,-94.031,-88.817,-78.674,-71.537,-80.756,70.400,0.000
-60.603,-71.105,-77.115,-102.539,-94.424,-88.300,-78.656,-71.495,-80.425,72.000,0.000
-60.750,-71.105,-77.115,-102.680,-95.709,-89.283,-78.637,-71.453,-80.210,73.600,0.000
-60.895,-71.127,-77.126,-101.720,-96.002,-90.765,-78.618,-71.410,-81.578,75.200,0.000
-61.037,-71.149,-77.126,-99.160,-95.788,-90.248,-78.600,-71.367,-80.062,76.800,0.000
-61.178,-71.149,-77.126,-95.760,-95.081,-91.731,-78.581,-71.324,-79.031,78.400,0.000
-61.315,-71.171,-77.137,-94.350,-95.316,-91.222,-78.562,-71.281,-78.015,80.000,0.000
-61.451,-71.171,-77.137,-91.340,-96.009,-92.955,-78.543,-71.237,-76.983,81.600,0.000
-61.585,-71.193,-77.137,-91.130,-98.795,-91.687,-78.525,-71.193,-77.467,83.200,0.000
-61.716,-71.215,-77.137,-90.620,-97.387,-91.670,-78.506,-71.149,-76.935,84.800,0.000
-61.846,-71.215,-77.148,-90.310,-98.873,-93.402,-78.487,-71.105,-76.919,86.400,0.000
-61.974,-71.237,-77.148,-90.700,-98.666,-91.884,-78.468,-71.061,-76.903,88.000,0.000
-62.100,-71.259,-77.159,-91.690,-98.451,-92.376,-78.449,-71.016,-76.871,89.600,0.000
-62.224,-71.259,-77.159,-92.180,-97.194,-90.858,-78.430,-70.971,-76.855,91.200,0.000
-62.346,-71.281,-77.159,-91.370,-94.179,-91.340,-78.411,-70.926,-76.823,92.800,0.000
-62.467,-71.302,-77.170,-90.670,-93.572,-89.823,-78.391,-70.881,-76.806,94.400,0.000
-62.586,-71.324,-77.170,-90.960,-93.058,-88.805,-78.372,-70.835,-76.774,96.000,0.000
-62.703,-71.324,-77.170,-90.849,-95.643,-88.787,-78.353,-70.789,-76.758,97.600,0.000
-62.819,-71.345,-77.181,-90.739,-97.136,-87.769,-78.334,-70.743,-76.741,99.200,0.000
-62.933,-71.367,-77.181,-91.329,-101.821,-88.261,-78.315,-70.697,-75.708,100.800,0.000
-63.046,-71.388,-77.181,-90.819,-104.114,-86.743,-78.295,-70.650,-75.192,102.400,0.000
-63.157,-71.388,-77.192,-90.609,-109.199,-85.725,-78.276,-70.603,-74.659,104.000,0.000
-63.212,-71.410,-77.192,-90.199,-104.842,-85.707,-78.256,-70.556,-74.143,105.600,0.000
-63.322,-71.431,-77.203,-89.699,-102.527,-86.689,-78.237,-70.509,-73.626,107.200,0.000
-63.430,-71.453,-77.203,-88.989,-98.720,-86.671,-78.217,-70.461,-73.593,108.800,0.000
-63.536,-71.453,-77.203,-90.279,-100.405,-88.662,-78.198,-70.414,-74.076,110.400,0.000
-63.642,-71.474,-77.214,-91.918,-100.997,-91.144,-78.178,-70.365,-74.543,112.000,0.000
-63.746,-71.495,-77.214,-93.758,-102.583,-90.626,-78.159,-70.317,-75.026,113.600,0.000
-63.848,-71.516,-77.225,-93.748,-101.375,-92.608,-78.139,-70.268,-75.509,115.200,0.000
-63.950,-71.537,-77.225,-93.898,-106.460,-92.589,-78.119,-70.219,-75.975,116.800,0.000
-64.050,-71.537,-77.236,-94.838,-106.703,-94.571,-78.099,-70.170,-76.459,118.400,0.000
-64.150,-71.558,-77.236,-95.528,-110.188,-94.553,-78.080,-70.121,-76.675,120.000,0.000
-64.248,-71.579,-77.236,-96.117,-108.881,-96.544,-78.060,-70.071,-76.908,121.600,0.000
-64.345,-71.600,-77.247,-95.707,-109.466,-96.526,-78.040,-70.021,-78.141,123.200,0.000
-64.441,-71.621,-77.247,-99.197,-106.858,-98.507,-78.020,-69.971,-79.107,124.800,0.000
-64.536,-71.642,-77.258,-101.497,-106.843,-100.989,-78.000,-69.920,-80.090,126.400,0.000
-64.630,-71.663,-77.258,-102.787,-109.736,-100.970,-77.980,-69.869,-80.822,128.000,0.000
-64.722,-71.684,-77.269,-96.176,-107.121,-103.452,-77.960,-69.818,-80.788,129.600,0.000
-64.814,-71.684,-77.269,-92.966,-110.014,-103.443,-77.939,-69.766,-80.771,131.200,0.000
-64.905,-71.704,-77.279,-92.556,-108.198,-104.924,-77.919,-69.714,-79.753,132.800,0.000
-64.995,-71.725,-79.779,-92.256,-110.091,-102.406,-77.899,-69.662,-79.469,134.400,0.000
-65.084,-71.746,-84.790,-98.746,-108.176,-103.637,-77.879,-69.610,-79.201,136.000,0.000
-65.173,-71.766,-93.790,-107.785,-107.868,-102.618,-77.858,-69.557,-79.184,137.600,0.000
-65.260,-71.787,-91.801,-111.475,-108.161,-102.350,-77.838,-69.504,-79.649,139.200,0.000
-65.346,-71.807,-85.801,-104.275,-108.446,-101.090,-77.817,-69.450,-78.631,140.800,0.000
-65.432,-71.828,-85.062,-109.415,-108.138,-101.072,-77.797,-69.396,-77.114,142.400,0.000
-65.517,-71.848,-85.812,-114.854,-108.423,-100.053,-77.776,-69.342,-76.079,144.000,0.000
-65.601,-71.868,-86.323,-113.294,-111.215,-95.784,-77.756,-69.288,-76.561,145.600,0.000
-65.684,-71.888,-84.073,-103.283,-109.700,-97.265,-77.735,-69.233,-76.543,147.200,0.000
-65.766,-71.909,-80.334,-103.783,-109.593,-92.996,-77.715,-69.178,-76.026,148.800,0.000
-65.848,-71.929,-80.334,-106.073,-104.577,-92.737,-77.694,-69.150,-77.990,150.400,0.000
-65.928,-71.949,-80.344,-106.863,-100.670,-92.718,-77.673,-69.095,-80.472,152.000,0.000
-66.008,-71.969,-83.344,-106.252,-98.955,-92.699,-77.652,-69.039,-83.454,153.600,0.000
-66.088,-71.989,-86.855,-107.252,-99.247,-92.680,-77.631,-68.982,-86.436,155.200,0.000
-66.166,-72.009,-87.255,-110.742,-100.432,-91.161,-77.610,-68.925,-91.400,156.800,0.000
-66.244,-72.029,-88.066,-113.231,-99.024,-92.651,-77.589,-68.868,-93.882,158.400,0.000
-66.322,-72.049,-88.177,-113.831,-97.109,-91.132,-77.568,-68.811,-92.864,160.000,0.000
-66.398,-72.069,-88.377,-122.221,-96.101,-92.613,-77.547,-68.753,-91.078,161.600,0.000
-66.474,-72.089,-88.688,-125.210,-95.993,-93.593,-77.526,-68.694,-89.310,163.200,0.000
-66.549,-72.108,-91.388,-128.000,-96.178,-92.074,-77.505,-68.636,-87.541,164.800,0.000
-66.624,-72.128,-101.698,-130.000,-95.670,-94.555,-77.484,-68.577,-84.773,166.400,0.000
-66.698,-72.148,-110.898,-130.289,-95.555,-93.045,-77.462,-68.517,-83.255,168.000,0.000
-66.771,-72.167,-104.659,-121.379,-95.447,-95.526,-77.441,-68.457,-82.218,169.600,0.000
-66.844,-72.187,-105.170,-112.279,-94.831,-94.006,-77.420,-68.397,-85.700,171.200,0.000
-66.916,-72.207,-107.620,-104.768,-94.824,-96.487,-77.398,-68.336,-87.431,172.800,0.000
-66.987,-72.226,-99.130,-104.158,-94.608,-94.967,-77.377,-68.275,-88.663,174.400,0.000
-67.058,-72.245,-99.630,-102.558,-93.300,-95.958,-77.355,-68.213,-88.644,176.000,0.000
-67.128,-72.284,-99.941,-102.247,-92.685,-98.438,-77.334,-68.151,-88.607,177.600,0.000
-67.198,-72.304,-99.752,-98.937,-91.077,-96.918,-77.312,-68.089,-91.088,179.200,0.000
-67.267,-72.323,-100.252,-95.937,-90.469,-96.899,-77.290,-68.026,-88.570,180.800,0.000
-67.336,-72.342,-99.662,-93.426,-90.154,-94.379,-77.269,-67.963,-86.051,182.400,0.000
-67.404,-72.361,-99.462,-93.016,-89.546,-94.369,-77.247,-67.899,-86.032,184.000,0.000
-67.472,-72.380,-99.373,-92.316,-89.730,-91.849,-77.225,-67.834,-87.994,185.600,0.000
-67.539,-73.400,-99.484,-91.905,-89.722,-89.330,-77.203,-67.770,-88.976,187.200,0.000
-67.605,-74.419,-98.684,-92.194,-89.807,-89.310,-77.181,-67.704,-88.957,188.800,0.000
-67.671,-74.957,-106.294,-92.494,-89.799,-89.290,-77.159,-67.638,-88.938,190.400,0.000
-67.737,-75.976,-110.605,-92.384,-89.691,-89.270,-77.137,-67.572,-88.919,192.000,0.000
-67.802,-76.494,-112.305,-91.973,-89.875,-89.260,-77.115,-67.505,-91.400,193.600,0.000
-67.867,-77.013,-112.716,-90.073,-90.067,-90.990,-77.092,-67.438,-91.380,195.200,0.000
-67.931,-79.032,-105.226,-88.862,-90.251,-90.970,-77.070,-67.370,-94.842,196.800,0.000
-67.994,-80.051,-95.726,-88.852,-90.243,-92.699,-77.048,-67.302,-94.323,198.400,0.000
-68.058,-80.088,-86.037,-89.052,-90.236,-92.679,-77.025,-67.233,-96.804,200.000,0.000
-68.120,-80.107,-83.747,-89.341,-90.220,-94.419,-77.003,-67.163,-94.284,201.600,0.000
-68.183,-80.126,-83.747,-91.741,-90.212,-94.399,-76.980,-67.093,-96.765,203.200,0.000
-68.244,-80.144,-83.358,-91.930,-90.296,-94.379,-76.958,-67.023,-94.245,204.800,0.000
-68.306,-78.163,-82.668,-94.320,-90.188,-94.358,-76.935,-66.951,-96.726,206.400,0.000
-68.367,-77.200,-82.568,-94.820,-89.872,-94.338,-76.913,-66.880,-94.207,208.000,0.000
-68.427,-76.218,-82.879,-97.409,-89.664,-94.328,-76.890,-66.807,-96.687,209.600,0.000
-68.487,-76.237,-82.989,-99.909,-89.356,-94.307,-76.867,-66.734,-96.667,211.200,0.000
-68.547,-77.755,-83.189,-99.698,-89.140,-94.287,-76.844,-66.661,-93.148,212.800,0.000
-68.606,-79.273,-83.000,-97.888,-89.732,-94.266,-76.821,-66.586,-88.608,214.400,0.000
-68.665,-79.310,-82.710,-95.788,-90.316,-95.256,-76.798,-66.512,-84.089,216.000,0.000
-68.724,-78.828,-83.210,-96.777,-90.508,-95.235,-76.775,-66.436,-80.069,217.600,0.000
-68.782,-79.346,-83.621,-97.927,-91.000,-96.215,-76.752,-66.360,-78.049,219.200,0.000
-68.839,-79.364,-83.831,-99.466,-91.484,-97.194,-76.729,-66.283,-76.029,220.800,0.000
-68.897,-78.900,-83.842,-97.766,-92.076,-97.173,-76.706,-66.205,-76.009,222.400,0.000
-68.954,-79.668,-83.642,-94.555,-92.368,-97.163,-76.682,-66.127,-75.989,224.000,0.000
-69.010,-79.936,-83.752,-94.955,-93.051,-97.142,-76.659,-66.048,-75.969,225.600,0.000
-69.067,-80.204,-83.163,-99.644,-93.243,-97.121,-76.636,-65.969,-75.949,227.200,0.000
-69.122,-77.740,-83.173,-103.744,-93.827,-97.100,-76.612,-65.888,-75.929,228.800,0.000
-69.150,-76.758,-83.373,-96.734,-93.919,-97.079,-76.589,-65.807,-75.909,230.400,0.000
-69.206,-77.526,-83.883,-89.523,-94.011,-97.068,-76.565,-65.725,-75.888,232.000,0.000
-69.261,-77.561,-85.494,-86.423,-93.694,-97.047,-76.541,-65.642,-75.868,233.600,0.000
-69.315,-77.579,-87.404,-85.412,-93.986,-97.026,-76.518,-65.559,-74.848,235.200,0.000
-69.369,-76.596,-90.604,-82.012,-94.070,-99.505,-76.494,-65.474,-73.828,236.800,0.000
-69.423,-76.364,-94.315,-82.001,-94.062,-99.494,-76.470,-65.389,-72.807,238.400,0.000
-69.477,-76.149,-96.325,-81.801,-93.654,-101.973,-76.446,-65.303,-71.807,240.000,0.000
-69.530,-76.166,-91.335,-81.390,-93.937,-104.452,-76.422,-65.216,-71.787,241.600,0.000
-69.583,-76.184,-87.435,-88.890,-94.029,-101.930,-76.398,-65.129,-71.766,243.200,0.000
-69.636,-76.219,-87.446,-96.779,-93.121,-104.409,-76.374,-65.040,-71.746,244.800,0.000
-69.688,-76.236,-87.856,-100.529,-93.204,-104.398,-76.350,-64.950,-71.725,246.400,0.000
-69.740,-78.753,-88.766,-107.519,-93.096,-101.877,-76.325,-64.860,-71.704,248.000,0.000
-69.792,-81.288,-89.826,-110.769,-92.788,-104.355,-76.301,-64.769,-71.684,249.600,0.000
-69.843,-83.805,-90.826,-96.769,-92.771,-104.334,-76.277,-64.676,-71.663,251.200,0.000
-69.894,-86.322,-93.187,-93.758,-92.263,-101.823,-76.252,-64.583,-71.642,252.800,0.000
-69.945,-89.857,-91.497,-93.758,-92.255,-104.301,-76.228,-64.488,-71.621,254.400,0.000
-69.996,-93.374,-89.707,-93.747,-92.138,-104.279,-76.203,-64.393,-71.600,256.000,0.000
-70.046,-97.391,-89.617,-93.747,-91.830,-100.758,-76.178,-64.296,-71.600,257.600,0.000
-70.096,-96.925,-89.417,-93.736,-91.922,-99.747,-76.154,-64.199,-71.579,259.200,0.000
-70.145,-94.442,-89.728,-93.736,-91.805,-102.225,-76.129,-64.100,-71.558,260.800,0.000
-70.195,-92.725,-91.738,-90.725,-91.097,-101.203,-76.104,-64.000,-71.537,262.400,0.000
-70.244,-91.492,-91.148,-91.725,-91.180,-98.681,-76.079,-63.899,-71.516,264.000,0.000
-70.293,-89.259,-89.958,-93.725,-91.172,-101.159,-76.054,-63.797,-71.495,265.600,0.000
-70.341,-89.293,-89.968,-93.714,-91.563,-101.148,-76.029,-63.694,-71.495,267.200,0.000
-70.389,-89.309,-97.268,-106.214,-91.547,-98.626,-76.004,-63.589,-71.474,268.800,0.000
-70.437,-89.326,-104.279,-121.203,-91.438,-101.103,-75.978,-63.483,-71.453,270.400,0.000
-70.485,-88.359,-111.289,-121.203,-91.530,-101.081,-75.953,-63.376,-71.431,272.000,0.000
-70.533,-87.376,-104.599,-103.692,-91.621,-98.570,-75.928,-63.267,-71.410,273.600,0.000
-70.580,-86.409,-100.109,-90.192,-91.805,-98.548,-75.902,-63.157,-71.410,275.200,0.000
-70.627,-88.176,-98.169,-86.192,-91.896,-101.025,-75.877,-63.102,-71.388,276.800,0.000
-70.674,-89.942,-103.279,-82.681,-91.888,-98.503,-75.851,-62.990,-71.367,278.400,0.000
-70.720,-91.725,-107.829,-78.681,-92.371,-98.492,-75.825,-62.876,-71.345,280.000,0.000
-70.766,-91.241,-101.939,-77.181,-92.862,-100.969,-75.800,-62.761,-71.345,281.600,0.000
-70.812,-90.274,-102.149,-77.170,-92.754,-98.447,-75.774,-62.645,-71.324,283.200,0.000
-70.858,-89.290,-102.260,-77.170,-92.537,-95.924,-75.748,-62.526,-71.302,284.800,0.000
-70.903,-88.823,-101.870,-77.159,-92.128,-96.413,-75.722,-62.407,-71.281,286.400,0.000
-70.949,-88.839,-101.680,-77.159,-92.220,-94.390,-75.696,-62.285,-71.281,288.000,0.000
-70.994,-88.855,-98.990,-77.159,-92.803,-91.867,-75.670,-62.162,-71.259,289.600,0.000
-71.038,-88.887,-99.100,-77.148,-92.594,-92.344,-75.643,-62.037,-71.237,291.200,0.000
-71.083,-91.403,-97.210,-77.148,-92.986,-89.833,-75.617,-61.910,-71.237,292.800,0.000
-71.127,-91.435,-103.610,-77.148,-92.477,-86.810,-75.591,-61.781,-71.215,294.400,0.000
-71.171,-90.451,-103.820,-77.137,-92.360,-84.787,-75.564,-61.651,-71.193,296.000,0.000
-71.215,-87.983,-103.530,-77.137,-92.352,-84.775,-75.538,-61.518,-71.193,297.600,0.000
-71.259,-86.999,-103.640,-77.137,-92.243,-82.752,-75.511,-61.384,-71.171,299.200,0.000
-71.302,-86.031,-105.250,-77.126,-92.726,-81.229,-75.484,-61.247,-71.149,300.800,0.000
-71.345,-86.047,-105.860,-77.126,-92.917,-80.706,-75.457,-61.108,-71.149,302.400,0.000
-71.388,-86.062,-100.370,-77.126,-92.809,-80.694,-75.431,-60.967,-71.127,304.000,0.000
-71.431,-86.094,-93.180,-77.115,-92.300,-80.671,-75.404,-60.823,-71.127,305.600,0.000
-71.474,-86.110,-85.389,-77.115,-92.083,-80.647,-75.377,-60.677,-71.105,307.200,0.000
-71.516,-86.141,-82.899,-77.115,-92.374,-80.624,-75.349,-60.529,-71.083,308.800,0.000
-71.558,-86.156,-83.409,-77.115,-92.265,-80.612,-75.322,-60.377,-71.083,310.400,0.000
-71.600,-86.188,-83.919,-77.103,-92.148,-80.589,-75.295,-60.224,-71.061,312.000,0.000
-71.642,-86.203,-84.129,-77.103,-91.939,-80.565,-75.267,-60.067,-71.061,313.600,0.000
-71.684,-87.234,-84.139,-77.103,-92.031,-80.553,-75.240,-59.908,-71.038,315.200,0.000
-71.725,-88.250,-84.239,-77.092,-92.222,-81.530,-75.212,-59.745,-71.038,316.800,0.000
-71.766,-90.780,-84.049,-77.092,-92.505,-82.506,-75.185,-59.663,-71.016,318.400,0.000
-71.807,-89.796,-83.959,-77.092,-92.796,-82.482,-75.157,-59.496,-71.016,320.000,0.000
-71.848,-87.826,-84.168,-77.092,-92.787,-83.470,-75.129,-59.326,-70.994,321.600,0.000
-71.888,-85.842,-84.478,-77.081,-92.378,-84.446,-75.101,-59.152,-70.994,323.200,0.000
-71.929,-84.372,-83.888,-77.081,-92.761,-85.422,-75.073,-58.975,-70.971,324.800,0.000
-71.969,-82.387,-84.098,-77.081,-92.452,-85.410,-75.045,-58.794,-70.971,326.400,0.000
-72.009,-79.918,-84.308,-77.081,-92.143,-85.386,-75.017,-58.609,-70.949,328.000,0.000
-72.049,-77.433,-84.317,-77.070,-92.334,-85.362,-74.989,-58.420,-70.949,329.600,0.000
-72.089,-77.463,-84.127,-77.070,-92.817,-85.338,-74.960,-58.227,-70.926,331.200,0.000
-72.128,-77.978,-85.037,-77.070,-92.908,-85.325,-74.932,-58.030,-70.926,332.800,0.000
-72.167,-79.008,-85.847,-77.070,-92.699,-85.301,-74.903,-57.828,-70.903,334.400,0.000
-72.207,-79.523,-87.856,-77.070,-92.590,-83.777,-74.874,-57.621,-70.903,336.000,0.000
-72.245,-80.553,-89.266,-77.059,-91.873,-85.265,-74.846,-57.409,-70.903,337.600,0.000
-72.284,-80.582,-92.776,-77.059,-91.564,-85.240,-74.817,-57.301,-70.881,339.200,0.000
-72.323,-81.097,-93.086,-77.059,-91.855,-84.215,-74.788,-57.081,-70.881,340.800,0.000
-72.361,-81.127,-92.795,-77.059,-91.746,-83.203,-74.759,-56.856,-70.858,342.400,0.000
-72.400,-81.142,-89.705,-77.059,-92.137,-82.178,-74.730,-56.624,-70.858,344.000,0.000
-72.438,-81.671,-88.115,-77.048,-92.019,-80.654,-74.700,-56.386,-70.858,345.600,0.000
-72.476,-84.186,-88.224,-77.048,-91.811,-81.129,-74.671,-56.141,-70.835,347.200,0.000
-72.513,-85.415,-88.834,-77.048,-91.302,-80.116,-74.642,-55.890,-70.835,348.800,0.000
-72.551,-85.530,-88.143,-77.548,-90.893,-80.092,-74.612,-55.630,-70.835,350.400,0.000
-72.588,-83.859,-91.053,-79.548,-90.984,-80.067,-74.582,-55.498,-70.812,352.000,0.000
-72.626,-81.573,-91.663,-82.548,-91.266,-79.554,-74.553,-55.226,-70.812,353.600,0.000
-72.663,-83.202,-92.622,-86.298,-91.157,-79.529,-74.523,-54.946,-70.812,355.200,0.000
-72.700,-83.531,-92.232,-89.287,-91.148,-80.004,-74.493,-54.656,-70.789,356.800,0.000
-72.737,-83.646,-92.291,-92.287,-90.639,-79.991,-74.463,-54.357,-70.789,358.400,0.000
-72.773,-83.774,-91.801,-97.287,-90.630,-79.966,-74.433,-54.047,-70.789,360.000,0.000
-72.810,-81.289,-91.120,-107.787,-91.012,-79.440,-74.402,-53.887,-70.789,361.600,0.000
-72.846,-80.917,-87.930,-114.287,-91.103,-79.428,-74.372,-53.559,-70.766,363.200,0.000
-72.882,-79.932,-86.739,-120.287,-90.894,-79.402,-74.342,-53.219,-70.766,364.800,0.000
-72.918,-79.960,-87.349,-131.287,-90.385,-79.877,-74.311,-52.864,-70.766,366.400,0.000
-72.954,-80.089,-86.858,-131.037,-90.176,-79.864,-74.280,-52.681,-70.766,368.000,0.000
-72.990,-80.203,-88.868,-128.025,-90.258,-79.838,-74.250,-52.304,-70.743,369.600,0.000
-73.026,-80.331,-92.577,-122.525,-90.048,-79.313,-74.219,-51.909,-70.743,371.200,0.000
-73.061,-80.345,-97.287,-109.025,-90.539,-78.800,-74.188,-51.704,-70.743,372.800,0.000
-73.096,-80.373,-102.896,-101.525,-90.430,-78.274,-74.156,-51.281,-70.743,374.400,0.000
-73.131,-80.501,-110.206,-84.525,-90.521,-78.248,-74.125,-51.061,-70.743,376.000,0.000
-73.166,-80.615,-107.715,-80.025,-90.712,-77.735,-74.094,-50.603,-70.743,377.600,0.000
-74.094,-97.935,-84.112,-83.025,-109.065,-83.365,-73.166,-50.603,-70.743,422.400,0.000
-74.125,-97.398,-84.221,-83.025,-104.806,-83.351,-73.131,-51.061,-70.743,424.000,0.000
-74.156,-98.524,-84.630,-83.025,-103.896,-83.323,-73.096,-51.281,-70.743,425.600,0.000
-74.188,-99.550,-84.839,-83.025,-100.887,-83.295,-73.061,-51.704,-70.743,427.200,0.000
-74.219,-100.563,-84.848,-83.025,-101.727,-83.281,-73.026,-51.909,-70.743,428.800,0.000
-74.250,-101.688,-84.558,-83.025,-101.118,-81.753,-72.990,-52.304,-70.743,430.400,0.000
-74.280,-101.214,-84.776,-83.037,-100.008,-82.239,-72.954,-52.681,-70.766,432.000,0.000
-74.311,-100.627,-84.885,-83.037,-103.349,-81.210,-72.918,-52.864,-70.766,433.600,0.000
-74.342,-100.152,-84.394,-83.037,-106.839,-80.932,-72.882,-53.219,-70.766,435.200,0.000
-74.372,-97.778,-84.603,-83.037,-104.430,-79.667,-72.846,-53.559,-70.766,436.800,0.000
-74.402,-95.290,-84.412,-83.037,-106.720,-79.639,-72.810,-53.887,-70.789,438.400,0.000
-74.433,-94.116,-84.730,-83.037,-106.301,-78.374,-72.773,-54.047,-70.789,440.000,0.000
-74.463,-94.791,-85.139,-80.037,-101.391,-77.846,-72.737,-54.357,-70.789,441.600,0.000
-74.493,-96.954,-84.748,-80.037,-101.282,-78.331,-72.700,-54.656,-70.789,443.200,0.000
-74.523,-97.929,-84.357,-80.048,-101.072,-78.302,-72.663,-54.946,-70.812,444.800,0.000
-74.553,-97.154,-83.866,-80.048,-101.363,-78.273,-72.626,-55.226,-70.812,446.400,0.000
-74.582,-97.267,-84.784,-80.048,-101.353,-80.259,-72.588,-55.498,-70.812,448.000,0.000
-74.612,-96.892,-85.693,-80.048,-103.443,-79.730,-72.551,-55.630,-70.835,449.600,0.000
-74.642,-96.316,-85.402,-80.048,-104.434,-82.215,-72.513,-55.890,-70.835,451.200,0.000
-74.671,-96.329,-85.711,-80.048,-105.324,-81.686,-72.476,-56.141,-70.835,452.800,0.000
-74.700,-98.754,-86.119,-80.048,-106.515,-84.671,-72.438,-56.386,-70.858,454.400,0.000
-74.730,-101.378,-86.137,-80.059,-109.605,-84.642,-72.400,-56.624,-70.858,456.000,0.000
-74.759,-101.803,-86.646,-80.059,-112.095,-87.627,-72.361,-56.856,-70.858,457.600,0.000
-74.788,-102.815,-86.455,-80.059,-111.586,-90.597,-72.323,-57.081,-70.881,459.200,0.000
-74.817,-103.440,-86.364,-80.059,-111.576,-91.582,-72.284,-57.301,-70.881,460.800,0.000
